text,class
Aiye dan moratuwa it colombo cs wage it degree walata therila yanna inna ayata campus yanna kalin study karala yanna ona mona wage dewalda hoda kiyala video ekk krnnko❤,neutral
Sir mn colombo bit eke first year eka yanne mn දැනට work krn gaman stady krnne sir intern position eka ganna සාමාන්‍යයෙන් project kiyak wage self krl thiyenna ඕනෙද?mn dannata java programming learn krn gaman thiyenne,neutral
UCSC BIT karana kenekuta SE - DEVOPS side eken high demanded expert kenek wena path eka kiyala dennako aiya,neutral
Can you mention your LinkedIn profile.,neutral
"sir,mama js,react valim project karagena yanava. ..mata danaganna puluvamda job market eke mata value ekak eida kiyala issarahata..internship ekak ganna puluvan veida hariyata linkedin ehema manage kaloth",neutral
"අයියා,hnd it කරාට දැන් තේරුමක් නැතිවෙයිද? 
ගොඩාක් degree තියන කට්ටිය ඉන්න නිසා hnd එකකින් job එකක් ලැබෙන්ඩ තියන සම්භාවිතාව ඉතා අඩුයි නේද?  ඊට වඩා open එකේ bsc it degree එක කරන එක හොදයිද?",neutral
International Clients ලගෙන් Payments ගන්නේ කොහොමද අයියෙ Linkedin වලින්?,neutral
"bro, freelance contract ekei, normal lankawe api ganna permanent employee contract ekei wenasa mokadda ?",neutral
earn karanna puluwan pramanaya,neutral
'Open to work' dana eken opportunities wedi wenawada?,neutral
oyage LinkedIn name eka mokadda aiyee,neutral
Thank u ayye💐,positive
Good... keep going,positive
mokkda bro oyage degree eka?,neutral
 @Kboy27  SE thama BCU at UK den last year inne.,neutral
Campus eka contact karaganna,neutral
Sure,neutral
Hoda creative and innovative eka project ekak thibbath athi... godak aya karana widiye normal websites ma karan nathuwa aluth deyak karanna balanna,neutral
@psrvlog5555  thanks mn try krl balannam,positive
Devops path eka gena mama video ekak karannam,neutral
 @psrvlog5555  specially BIT karana aya wenuwen karanna puluwannam hodai :thanksdoc::face-purple-wide-eyes:,positive
Search for Prasad Srimal,neutral
Hariyata kaloth puluwan,neutral
 @psrvlog5555  Backend valata aluthin trend vena languages monda sir?,neutral
" @Eranga_Madushan  Nest.js, Node serverless",neutral
Ow e kathawa hari,neutral
Commercial bank RFC account ekakata mama ganne,neutral
"Godak wenaskam thiyanawa, specialty tax, leaves, notice period wage ewa",neutral
Prashne therune na,neutral
Ow ekata thamai e feature eka thiyenne,neutral
Prasad Srimal,neutral
Thanks,positive
"තිවංකයට චූටි මැණිකෙ set කරොත් කතාව බලන එක නවත්තනවා, චීත්තයා ගමෙම කෙල්ලන්ගෙන් ගුටි කන්න ඕන ඒකයි මගේ පැතුම 😅😅",negative
චීත්ත තිවංකයා චුට් මැණිකේට සෙට් උනොත් මේක බලන අන්තිම දවස එදාට,negative
චීත්තයට ලැජ්ජා නෑ 😂😂😅😅,negative
චූටි මැනිකේ තමා මුට සෙට් වෙන්නේ 👌,positive
"අනේ පව්.... ඔයා පටන් ගත්ත ගේම මම ඉවර කරනව කියල තිවංක කිව්වෙ මේක වෙන්න ඇති... දිල්හාරාට වලව්වෙන් බදින්න බැරි වුනා, ඒ වුනාට තිවංක චූටි මැනිකෙ රවට්ට ගනී.....",neutral
චුටි මැනිකෙ ❤❤❤තිවනක,positive
0:27  0:18 තොල් හපලා කුක්කු මිරිකන්නම් පැටියෝ,negative
ඊයා මූට මේ ඇදුම විතරද අප්පා තියෙන්නෙ 🥴,negative
කතාව බලන එක  එදාම නවත්තනවා මූට  නම් මේකි  ලෑස්ති  උනොත්  😢,negative
Matanam thiwankaya peenna baa.😮😮😮😮😮😮😮,negative
තිවංකට චුටි මැණික් සෙට්වෙන්න ඔනේ දිල්හාරට  හුල්ල හුල්ල ඉන්න 😂,positive
Thawa dawas dekak yanakita muwa me thiwankaya kiyana chiththe kathawen ayin kale nethnam kathawa balana eka nawaththanawa.,negative
❤❤❤❤❤❤,positive
"තිවංකයා නම් චීත්ත ගොබ්බගෙක් , අපෙ ගමෙත් ඉන්නවා මේ වගෙ එකෙක්, ගැනියෙක් ඔනෙ නම් එකිගෙ අයියා එක්ක පැටලිලා හරි යනවාද , චීත්ත ගොබ්බයා",negative
Charithayata galapena moona Thiwankata thiyenne. Mey  naluwa kohen hoyagattada. Muspenthu moona. 😮,negative
"Hama Nattiyema ennawa me wage rassawak natuwa game ganu minissunta wada de de rastiyaduwe yana ekek,  attamai appiriyai me wage un 🤦‍♀️🤦‍♀️",negative
Uta tiyenni adana munak,negative
නොදකින් me gao kabaraya...pennana බැහැ.,negative
❤❤❤❤❤👍👍👍👍👍💖💖💖💖💖💖💚💚💚💚💚,positive
Eyi ane muta me kellekuta Kane park denda beri??? Muwa dakinakitath 🤮🤮🤮🤮,negative
මමත් ඵහෙම තමයි කැමති,positive
අපෝ පව්.... මේ වගෙ අපතයෙක් ඒ වගෙ අහිංසක ලමයෙක්ට රැවටුනොත් වැඩක් නෑ,negative
Iya,negative
ඔව්. අනිවාර්‍යෙන්ම,positive
Mamath,neutral
❤❤❤❤❤,positive
♥️♥️♥️♥️♥️♥️🚭🚭,positive
❤❤❤... parana sindu hariasawen ahanne amam..❤ tnx,positive
සුපිරියි. පට්ට.අලුත් ඒවත්  ඕන කොම්ලෝ.,positive
Niyamai bro❤❤❤❤,positive
Asanka priyamantha ge sindu tika nan supiriyak ❤,positive
පොලොන්නරුවේ ඉදම් කොලබ යනකන්ම් ඇහුවාඅ❤❤,positive
සුපිරියි ඈ...❤❤,positive
සීමාවක් මායිමක් නැතැයි කී සෙනෙහස ඇයි දෙතැනක තනිවී,negative
Patta😮🎉,positive
සුපිරියක්,positive
සුපිරි සිංදු tika❤❤❤,positive
Very impressive selection ❤❤ Love from LONDON 🎉🎉,positive
👌👌,positive
Godak ලස්සනයි ❤❤❤❤,positive
😢😮😂spruk,neutral
🌷🌷♥️♥️💜💜💜🩵🩵 සුපිරි 🪷🪷🪷,positive
Adoo ..mewala tiyana add ain karapan,negative
සුපිරි සුපිරි 🎉❤,positive
"Sanjeewa inbika kumara 
ලස්සනයි💗",positive
සංජීව ඉන්බික කිව්වෙ මැරයෙක්ද 😉😂,positive
1st❤,positive
එල🎉🎉😂😂❤❤ඇැ,positive
ලස්සනයි,positive
අා පැටියෝ කොහොමද❤❤😂,positive
Godak lassani asawen ahuwa wada karana gaman,positive
කොච්චර හොද උනත් ඩවුන්ලෝර්ඩ් දෙන් නැති ඒවා අහන්නෑ😅😅😅,negative
Niyamai bro,positive
Appata siri ewa maru😢😂,positive
❤❤😅,positive
🥰💞💪💪,positive
😢😮😂🎉🎉👍👍,positive
iya🤑🤑🤑🤑🤑😠,negative
❤😂❤❤🎉,positive
Rohana priyamantha piris kiyanne.,neutral
😂😢,neutral
😂😢😮spruk,neutral
😢😢😔😔😢 4:55,negative
Mona huttakda me kala lassna sindu tika,negative
Thank you so much ❤️🌸,positive
hodata balapn,neutral
Thanks ❤️🌸,positive
😂❤❤❤❤❤❤❤,positive
Gahafa,neutral
Original ගායකයින් නෙවෙයිනේ කියන්නේ 🙄🙄,negative
මේ කියන ගායකය කවුද?,neutral
මුල් ගායකයා නනෙමෙයි අපතයෝ කියන්නේ,negative
😢,negative
🏵️🏵️🏵️🏵️🏵️🏵️🏵️🏵️😂❤,positive
L,neutral
ලස්සනයි ❤❤❤❤,positive
❤❤❤❤❤❤❤❤❤❤❤❤,positive
😊😊😊😊😊❤,positive
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive
❤❤❤❤❤❤❤❤❤❤❤❤❤,positive
❤❤❤❤❤❤❤❤,positive
❤❤❤,positive
Rohana priyamantha piris,neutral
❤️❤️❤️❤️,positive
❤❤❤❤❤❤❤,positive
❤️❤️❤️❤️❤️❤️,positive
❤❤❤❤❤❤❤❤❤,positive
Suddima.tama.oni.venas.aya.hari.na,negative
Salli.tiye.,neutral
ඒ මේ ඕවාගෙන් අපිට වැඩක් නැ හරියේ.බෙන්ටෙන් දීපාන්......😒 එච්චරයි,negative
නේසර ඉතින් සුපිරි මාරැ 😂😂😂 දවසකගහන්න ඔනේ කෙවින්ට 😂😂😂 සුපිරි නේසර ❤❤😊😢,positive
ඒක නෙවෙයි බෙන්ටෙනුත් දීපල්ලා,negative
බෙන් ටෙන් ඕනි,negative
2:33 අම්මෝ නේසර😂,positive
Ben 10 aragalayata jaya kiyana aya like ekal dan yam,positive
"BEN 10  BEN 10 
BEN 10
BEN 10
BEN 10",negative
Ben 10 දෙන්නකො ඔයාලා,negative
Ben 10 oni😢,negative
Sara nevei ben 10 oni.ben 10 ❤❤❤,negative
Ben 10 oni,negative
ben 10 දීපන්,negative
සුපිරි ❤,positive
බෙන්ටෙන් ඔනෙ,negative
Ben 10 dipiya,negative
Ben 10 diipam ykoo,negative
බෙන් දහය ඕනෙ,negative
Ben 10 diyawu🎉,negative
Ben 10 ona.🙂,negative
ben 10 diyan yako,negative
පච අනුරගෙන් ඉල්ලපන් 😂,negative
බෙන් 10 දීපන්❤,negative
Ben 10 dipiyauuuu,negative
Ben 10 one,negative
Ben දහය diyn,negative
Ben 10 deepan,negative
Ben 10 ඕනේ,negative
සරා මිහිගුට සෙට් කරලා දෙන්න ...❤❤,positive
Ben 10,negative
Ben 10 oniiii,negative
BEN 10 DIYAN,negative
Ben 10 oneee 😌,negative
Ban 10 ona 🌝,negative
Ben 10 kooo yako😢,negative
Ben10,negative
මොඩ මූසල කෙවිනයගෙ පඩ ශෝ විතරයි.,negative
Ben10 oni,negative
Ben 10 oni😊,negative
Ben 10 ona achcharai,negative
Mewa balala gammen kollo oarawal wala gahagai,negative
Ow.. 😢,negative
මොනාටද කිව්වේ එහෙම,neutral
Ben 10 dpn බාවනව ඔක්කොම 💀,negative
Ben10 dhaapn ykoo🥱,negative
හිගන පැටියා කිව්වේ කාටද,neutral
