text,label
ඉතින් අපිට මොකෝ ඔයාත් නිතරම හොටු පෙරාගෙන අඩන්නෙ grinning_face_with_sweat මොකෝ සෙනුරි ඇඩුවම face_with_tears_of_joy face_with_tears_of_joy,0
චිකන් වෙනුවට චිස් වැඩි එකෙ face_with_tears_of_joy,0
කෝටෝ කෝ බන් විඩියෝ unamused_face unamused_face unamused_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing ෂසියාත් නැ face_with_tears_of_joy face_with_tears_of_joy,1
grinning_face_with_sweat grinning_face_with_sweat,2
face_with_tears_of_joy කොටාගෙ සැගවුනු කුසලතාවය එලියට ආවා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
bhai ka comeback hi nahi hua,1
මගේ ශෝට කෝ බන් face_with_tears_of_joy ammo ammo adath maru aiye red_heart vlog ekak upload karanne koi welawed kiyl baln hitiye mokad stress release kragnne me videos balala crying_face red_heart,2
hygiene less ne bro table eka hariyata clean karalawath na kema kanna hithenne na,0
රටට වැඩක් ඇති දෙයක් කරන්න මේවා නිකන් විකාර,0
me to red_heart,2
පාරාදීසෙ එකෙත් ඉන්නවා,1
අනේ ඉන්ඩ face_with_tears_of_joy red_heart,2
ආදරෙයි උබලා හැමොා්ටම face_with_tears_of_joy face_with_tears_of_joy grinning_face_with_sweat grinning_face_with_sweat,2
bhai aap isko apne channel me hindi me upload kro definetly benefit hoga it help us to learn faster from native teacher than a second language teacher tutorialif possible agar na ho paye koi baat nahi regards,1
kptage nama mokadda,1
මොහු හොඳ ගුරුවරයෙක් විය හැකියි නමුත් තරුණ සිසුවෙක්ට ඔහුගේ වයසේ තවත් බොහෝ තරුණයන් ඉදිරියේ අපහාස්යට පත්කිරීම මගේ මතය අනුව වැරදියි මෙම සිදුවීම මෙම පිරිමි ළමයාට මානසික සෞඛ්ය ගැටලු ඇති කිරීමට හේතු විය හැකිය මේ ගුරුවරයා ගුරු පුහුණුවක් සිසුන් සමඟ කටයුතු කරන්නේ කෙසේද ලබාගත යුතුය,0
මේකේ තියෙන භාෂාව අහගෙන ඉන්න බෑ පොඩි ළමයිනුත් බලනවා,0
face_with_tears_of_joy party_popper,2
හිත නිවුනා මාර විදියට වෙනම ලෝකෙකට ගියා ව්ගේ red_heart victory_hand,2
සර් මේ මාතෘකාව නම් වේගෙන් පිලිවෙලටම දාන්න මාරම වටිනවා red_heart red_heart red_heart,2
me music eka kohen hari copy karapu ekak originality na,0
me film eka balala hithapu dewal okkoma wenas una,0
ow ekata thamai e feature eka thiyenne,1
තිවංකට චුටි මැණික් සෙට්වෙන්න ඔනේ දිල්හාරට හුල්ල හුල්ල ඉන්න face_with_tears_of_joy,2
hyyoo grandpaaaah saluting_face white_heart,2
oya kiyana dewal theory walata witharai seema wela practical na,0
iya nishi kiyana ekige heti woozy_face,0
confounded_face,0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy මේ රටේ ඉපදුනාට කතා කරන්නේ පර දේස වලින් මෙරටට ගෙනාපු ඒවා ගැන ඒ නිසා ඔහොම වෙනවා තවමත් දේශීයත්වයට තැනක් දෙන්න රජය මැදිහත් වෙන්නෙත් නෑ රට වැසියෝ උනන්දු වෙන්නෙත් නෑ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0
mamath,1
හිනාවෙන්න බැරි තරමට හඬා ගන්න බැරි තරමට හිනාවෙන්න බැරි තරමට හඬා ගන්න බැරි තරමට නුඹේ නමින් මගේ හිතේ තැනු මාලිගා තැනු මාලිගා කතා කියන තරු දෑසට ලියා දෙන්න මදි අහසම කතා කියන තරු දෑසට ලියා දෙන්න මදි අහසම නුඹේ නමින් මගේ හදේ මැවෙන ගීතිකා මැවෙන ගීතිකා දෙතොල නම් ගොළුයි මුව කමල මල් සමයි හිතට නෙතට සුවඳ ගෙන ගියා නුඹ රහසින් ඇවිත් මගේ ලොවම හීනයක් කළා අහස නම් දුරයි සඳ නේන වග සැබැයි සඳට රැයට තරු වලට හොරා නුඹ නොකියා ගිහින් මගේ පාලු දෙනෙත බොඳ කළා හිනාවෙන්න බැරි තරමට හඬා ගන්න බැරි තරමට කතා කියන තරු දෑසට ලියා දෙන්න මදි අහසම නුඹේ නමින් මගේ හිතේ තැනු මාලිගා මැවෙන ගීතිකා,1
bro red_heart keep it up face_blowing_a_kiss smiling_face_with_hearteyes,2
can i know what have you used for making such animations for presentations please reply i really appreciate your work,1
math do,2
සුපිරියක් තමා වෙනදා වගේම face_with_tears_of_joy red_heart ආතල් ආතල් face_with_tears_of_joy red_heart,2
katawa nawat wanna tawa neeti ei,0
dewani kotasa ikmanta dannako,1
පලවෙනියා smiling_face_with_smiling_eyes,2
gedara genath balanna ledage විස්තර balanna බැරිනම් cd eka dinnee magulatada aneka thamunge leda gana thamunge leda gana dana ganna eka thamunge අයිතියක් hora kamin wanchawen wada karana patta ballo baliyo innawa සමහර hospital wala,0
කට්ටිය හිතන විදියට සේනක් දූල්ලෑව මරන්න ඇත්තෙ කවුද crying_face කפුව වෙන්න බැරි කමකුත් නෑ,1
hollow_red_circle updated ඔන්න දැම්මා movie_camera fire මෙන්න ලින්ක් එක backhand_index_pointing_right_light_skin_tone,1
echchara yanna sports karannaththam k wage hodatama athi api me sports science eke sports team wala sellam karana pirisne godak inne ekai eyakage nutrition awashyathaweta echchara wiyadam wenne red_heart red_heart nathuwa echchara wiyadam wenna red_heart red_heart smiling_face_with_open_hands,1
video dhn ykooo,1
අලුත් ප්රස්ථාව පිරුලක් මයිල පිටියට රහසක් කිව්ව වාගේ,2
කොරියන් කතා ටිකක් දෙන්නකෝ red_heart red_heart red_heart,1
desawana music face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1
next collab eka kawath ekkada,1
සුපිරි වැඩක් ජය වේවා ඉදිරියටත් මේ වගේ සමාජ මෙහෙවර කරන්න ශක්තිය ලැබේවා මාමෙ red_heart,2
මේක බලලා ඉවරවෙනකොට හිතට එන්නේ බයක් විතරයි,0
මොකද කරන්නේ කියලා ඇහුවාම මැරිලා වගේ ලක්ෂණ වලින් යුක්ත වන මම කියන්නමි වන මම කියන්නමි ඒ සඳහා අවශ්ය වන්නේ නෑ අවමකියන්නම් සහ පාවිච්චි,1
සුපිරියක් චමා,2
math red_heart,2
අනිත් එකත් ඉක්මනට දන්න පට්ට ෆිල්ම් එක red_heart,2
amazing one of the best video i watched ever in a single video you have covered a end to end from monolithic and microservices thanks,2
ඔයාලා දැන් මිනිස්සුන්ව රවට්ටනවා වැඩියි,0
red_heart red_heart red_heart,2
ඔව් සබ්ස්ක්රයිබ් කරමුකො,1
හිනා යනවට වඩා ඇඟ කිලිපොලා යනවා මේ ජෝක්ස් වලට නිර්මාණශීලී වෙන්න ටිකක්,0
wow lots of value sir i am really interested in investing share market red_heart,2
මොකක්ද සිරිලො ලස්සනට ලියපංකො ඉස්සරවගේ කොමන් ස්ටෝරි කොච්චර ලස්සනට ලියල ඇක්ට් කලාද උබලකෝ බං ඒ තිරරචක වයිබ් එක crying_face,0
මේකේ තියෙන සමහර දේවල් හරිම භයානකයි,0
ane deveyane,0
supiri red_heart red_heart,2
අඩෝ අන්තිම ටික red_heart,2
